# Initial configuration of proteins
#
C 192 0 1.819153 2.114732 2.517897 1.8191532.114732 2.517897
C 193 0 2.042860 2.183821 3.619697 2.0428602.183821 3.619697
C 194 0 2.183637 1.892630 2.286203 2.1836371.892630 2.286203
C 195 0 2.007901 2.041790 1.349770 2.0079012.041790 1.349770
C 196 0 1.901604 2.104294 2.002277 1.9016042.104294 2.002277
C 197 0 1.850150 2.054187 3.628227 1.8501502.054187 3.628227
C 198 0 1.880959 2.190873 1.037700 1.8809592.190873 1.037700
C 199 0 2.133502 2.094963 2.096924 2.1335022.094963 2.096924
C 200 0 2.135399 1.934315 1.719917 2.1353991.934315 1.719917
C 201 0 1.832987 1.963711 0.847500 1.8329871.963711 0.847500
C 202 0 1.978483 2.111634 3.092916 1.9784832.111634 3.092916
C 203 0 1.783073 1.983998 3.354807 1.7830731.983998 3.354807
C 204 0 1.972141 1.836104 3.445656 1.9721411.836104 3.445656
C 205 0 1.965979 2.169452 2.326472 1.9659792.169452 2.326472
C 206 0 1.937878 2.107880 2.948368 1.9378782.107880 2.948368
C 207 0 1.956240 1.973664 3.761765 1.9562401.973664 3.761765
C 208 0 2.013769 1.973540 3.555719 2.0137691.973540 3.555719
C 209 0 2.221429 1.930148 1.846953 2.2214291.930148 1.846953
C 210 0 2.017090 1.814675 1.830438 2.0170901.814675 1.830438
C 211 0 1.907730 1.834225 1.114898 1.9077301.834225 1.114898
C 212 0 2.229797 2.010778 3.763017 2.2297972.010778 3.763017
C 213 0 1.943102 2.041420 3.494634 1.9431022.041420 3.494634
C 214 0 1.935240 2.001997 0.971097 1.9352402.001997 0.971097
C 215 0 2.010740 1.922905 2.115411 2.0107401.922905 2.115411
C 216 0 1.793901 1.935545 0.608319 1.7939011.935545 0.608319
C 217 0 2.038422 2.228965 2.418824 2.0384222.228965 2.418824
C 218 0 2.199221 1.927678 2.673828 2.1992211.927678 2.673828
C 219 0 2.071995 2.049902 3.862026 2.0719952.049902 3.862026
C 220 0 2.036555 1.788658 1.202982 2.0365551.788658 1.202982
C 221 0 1.894036 1.926522 3.056654 1.8940361.926522 3.056654
C 222 0 2.162854 1.911969 2.832956 2.1628541.911969 2.832956
C 223 0 1.800187 1.953503 2.451883 1.8001871.953503 2.451883
C 224 0 2.065427 2.124103 1.761545 2.0654272.124103 1.761545
C 225 0 1.916402 1.838777 1.748125 1.9164021.838777 1.748125
C 226 0 2.150607 1.964873 3.304049 2.1506071.964873 3.304049
C 227 0 1.808593 1.999117 2.877477 1.8085931.999117 2.877477
C 228 0 1.969745 1.934097 3.218915 1.9697451.934097 3.218915
C 229 0 1.788092 2.003865 1.566046 1.7880922.003865 1.566046
C 230 0 1.856571 2.075038 1.205737 1.8565712.075038 1.205737
C 231 0 1.976654 2.010572 2.138465 1.9766542.010572 2.138465
C 232 0 1.895083 1.813921 2.660418 1.8950831.813921 2.660418
C 233 0 1.946282 2.072750 1.815243 1.9462822.072750 1.815243
C 234 0 1.792307 1.863443 3.488819 1.7923071.863443 3.488819
C 235 0 1.839786 2.133678 1.384424 1.8397862.133678 1.384424
C 236 0 2.183959 1.907645 1.601509 2.1839591.907645 1.601509
C 237 0 1.991235 1.998809 1.248311 1.9912351.998809 1.248311
C 238 0 2.247341 1.986343 3.955494 2.2473411.986343 3.955494
C 239 0 1.905404 1.966596 2.879561 1.9054041.966596 2.879561
C 240 0 1.864934 1.979302 0.755153 1.8649341.979302 0.755153
C 241 0 2.029011 2.097679 0.054584 2.0290112.097679 0.054584
C 242 0 2.026013 2.232610 2.399742 2.0260132.232610 2.399742
C 243 0 1.923407 2.213431 2.750689 1.9234072.213431 2.750689
C 244 0 2.142138 2.002924 3.910298 2.1421382.002924 3.910298
C 245 0 2.121171 2.061850 3.773229 2.1211712.061850 3.773229
C 246 0 2.160416 1.854334 2.694901 2.1604161.854334 2.694901
C 247 0 1.949311 1.777096 1.057714 1.9493111.777096 1.057714
C 248 0 1.887571 1.930116 0.371191 1.8875711.930116 0.371191
C 249 0 1.763292 1.999945 3.393854 1.7632921.999945 3.393854
C 250 0 2.043731 2.041637 1.458452 2.0437312.041637 1.458452
C 251 0 1.904340 2.156377 2.350248 1.9043402.156377 2.350248
C 252 0 1.960115 2.151854 0.156768 1.9601152.151854 0.156768
C 253 0 1.898192 2.012102 1.845612 1.8981922.012102 1.845612
C 254 0 1.925873 1.797295 0.992877 1.9258731.797295 0.992877
C 255 0 1.943824 1.952639 2.532836 1.9438241.952639 2.532836
C 256 0 1.791138 1.968855 1.444766 1.7911381.968855 1.444766
C 257 0 2.004209 1.998270 2.676476 2.0042091.998270 2.676476
C 258 0 2.073797 1.884992 2.083478 2.0737971.884992 2.083478
C 259 0 1.939711 2.192908 2.296330 1.9397112.192908 2.296330
C 260 0 1.930784 1.987302 0.995779 1.9307841.987302 0.995779
C 261 0 1.954160 2.220948 1.731378 1.9541602.220948 1.731378
C 262 0 2.015013 2.107227 0.281414 2.0150132.107227 0.281414
C 263 0 2.103186 2.154547 0.117064 2.1031862.154547 0.117064
C 264 0 1.965257 1.942918 2.511159 1.9652571.942918 2.511159
C 265 0 1.920073 1.872814 2.941119 1.9200731.872814 2.941119
C 266 0 1.988161 1.857252 0.058244 1.9881611.857252 0.058244
C 267 0 2.142287 1.901911 2.179356 2.1422871.901911 2.179356
C 268 0 1.932102 2.117170 2.163081 1.9321022.117170 2.163081
C 269 0 2.072337 2.150984 2.535192 2.0723372.150984 2.535192
C 270 0 2.047671 1.979197 2.530842 2.0476711.979197 2.530842
C 271 0 1.986294 1.932242 3.769435 1.9862941.932242 3.769435
C 272 0 2.144370 1.938286 2.197259 2.1443701.938286 2.197259
C 273 0 1.888294 2.163732 1.645705 1.8882942.163732 1.645705
C 274 0 1.877743 2.010014 2.374336 1.8777432.010014 2.374336
C 275 0 2.090575 2.023077 0.550828 2.0905752.023077 0.550828
C 276 0 1.985540 1.781118 3.554705 1.9855401.781118 3.554705
C 277 0 1.923319 1.769118 0.943739 1.9233191.769118 0.943739
C 278 0 2.061500 2.078917 0.863520 2.0615002.078917 0.863520
C 279 0 1.917535 2.224353 3.220020 1.9175352.224353 3.220020
C 280 0 2.044022 2.136598 0.154524 2.0440222.136598 0.154524
C 281 0 2.189286 1.857445 0.543696 2.1892861.857445 0.543696
C 282 0 2.219512 1.974035 3.020895 2.2195121.974035 3.020895
C 283 0 2.030514 1.899113 0.972934 2.0305141.899113 0.972934
C 284 0 1.880122 1.863632 1.749534 1.8801221.863632 1.749534
C 285 0 2.229351 2.037253 0.218485 2.2293512.037253 0.218485
C 286 0 1.935985 2.154219 3.541156 1.9359852.154219 3.541156
C 287 0 2.177292 2.037252 1.190927 2.1772922.037252 1.190927
C 288 0 2.056965 1.840408 1.791200 2.0569651.840408 1.791200
C 289 0 2.140741 2.111615 2.797917 2.1407412.111615 2.797917
C 290 0 1.852491 2.064770 2.271918 1.8524912.064770 2.271918
C 291 0 1.997657 1.754562 1.761504 1.9976571.754562 1.761504
C 292 0 1.941360 2.109479 2.739892 1.9413602.109479 2.739892
C 293 0 2.167107 2.174134 1.616566 2.1671072.174134 1.616566
C 294 0 1.776395 2.039862 3.767130 1.7763952.039862 3.767130
C 295 0 1.870549 1.802204 1.528790 1.8705491.802204 1.528790
C 296 0 2.152488 1.902208 3.529899 2.1524881.902208 3.529899
C 297 0 2.049162 1.911047 3.317581 2.0491621.911047 3.317581
C 298 0 2.176637 2.138230 2.388923 2.1766372.138230 2.388923
C 299 0 1.776932 2.023203 2.703704 1.7769322.023203 2.703704
C 300 0 2.207334 1.968207 2.235738 2.2073341.968207 2.235738
C 301 0 2.045688 2.135244 2.074668 2.0456882.135244 2.074668
C 302 0 1.972009 1.793860 2.925931 1.9720091.793860 2.925931
C 303 0 2.102702 2.010181 2.302797 2.1027022.010181 2.302797
C 304 0 1.796829 1.964429 1.171859 1.7968291.964429 1.171859
C 305 0 2.027651 1.965504 2.932875 2.0276511.965504 2.932875
C 306 0 2.077470 2.234585 1.810475 2.0774702.234585 1.810475
C 307 0 1.765037 2.034912 1.450316 1.7650372.034912 1.450316
C 308 0 2.084951 1.995168 1.093338 2.0849511.995168 1.093338
C 309 0 1.988910 1.840435 2.047711 1.9889101.840435 2.047711
C 310 0 2.196510 2.144757 1.810868 2.1965102.144757 1.810868
C 311 0 2.034912 2.053347 2.010737 2.0349122.053347 2.010737
C 312 0 1.952790 2.006756 1.244024 1.9527902.006756 1.244024
C 313 0 1.973986 1.980311 1.725830 1.9739861.980311 1.725830
C 314 0 2.157029 1.820060 3.159041 2.1570291.820060 3.159041
C 315 0 1.845845 1.883667 3.388323 1.8458451.883667 3.388323
C 316 0 2.240288 1.963551 1.710695 2.2402881.963551 1.710695
C 317 0 2.198385 2.012487 1.535558 2.1983852.012487 1.535558
C 318 0 1.917048 1.896314 2.365672 1.9170481.896314 2.365672
C 319 0 2.200841 2.101505 1.824365 2.2008412.101505 1.824365
C 320 0 2.196853 2.139437 2.258963 2.1968532.139437 2.258963
C 321 0 2.144650 2.162003 0.162294 2.1446502.162003 0.162294
C 322 0 1.963602 2.023586 3.528301 1.9636022.023586 3.528301
C 323 0 1.910614 2.074883 2.498847 1.9106142.074883 2.498847
C 324 0 1.975300 1.965777 0.127306 1.9753001.965777 0.127306
C 325 0 1.926691 1.887097 1.440519 1.9266911.887097 1.440519
C 326 0 2.035637 2.221241 0.460715 2.0356372.221241 0.460715
C 327 0 2.124714 2.025047 3.648185 2.1247142.025047 3.648185
C 328 0 1.863307 1.903109 3.029152 1.8633071.903109 3.029152
C 329 0 2.231395 1.974578 3.345038 2.2313951.974578 3.345038
C 330 0 2.088712 2.107274 2.495813 2.0887122.107274 2.495813
C 331 0 1.782578 1.968564 2.704579 1.7825781.968564 2.704579
C 332 0 1.874237 2.147109 0.633653 1.8742372.147109 0.633653
C 333 0 1.888615 2.072876 1.469871 1.8886152.072876 1.469871
C 334 0 1.872324 1.820966 1.111775 1.8723241.820966 1.111775
C 335 0 1.994688 1.832560 3.906239 1.9946881.832560 3.906239
C 336 0 1.926868 1.900589 3.156517 1.9268681.900589 3.156517
C 337 0 1.784972 2.096198 3.149460 1.7849722.096198 3.149460
C 338 0 2.062920 1.827469 2.435153 2.0629201.827469 2.435153
C 339 0 1.859450 2.041698 0.185650 1.8594502.041698 0.185650
C 340 0 1.979034 1.984794 1.336553 1.9790341.984794 1.336553
C 341 0 2.051452 2.081539 1.380921 2.0514522.081539 1.380921
C 342 0 2.037777 1.987736 3.993177 2.0377771.987736 3.993177
C 343 0 2.028739 2.146653 0.264631 2.0287392.146653 0.264631
C 344 0 2.132371 2.059324 1.844864 2.1323712.059324 1.844864
C 345 0 1.887277 2.211074 2.173958 1.8872772.211074 2.173958
C 346 0 2.094088 1.805954 0.292881 2.0940881.805954 0.292881
C 347 0 1.917462 1.867998 3.649460 1.9174621.867998 3.649460
C 348 0 2.042625 1.865477 0.383790 2.0426251.865477 0.383790
C 349 0 2.132192 1.791802 2.053118 2.1321921.791802 2.053118
C 350 0 2.140814 2.139338 2.466589 2.1408142.139338 2.466589
C 351 0 2.054087 1.778555 0.708985 2.0540871.778555 0.708985
C 352 0 1.895928 2.050371 3.266438 1.8959282.050371 3.266438
C 353 0 1.844736 2.129712 2.796752 1.8447362.129712 2.796752
C 354 0 1.945187 1.778260 2.918297 1.9451871.778260 2.918297
C 355 0 2.151716 1.806986 2.304505 2.1517161.806986 2.304505
C 356 0 1.986601 1.808720 1.003240 1.9866011.808720 1.003240
C 357 0 2.125817 2.098553 3.879677 2.1258172.098553 3.879677
C 358 0 2.066487 1.900154 3.554396 2.0664871.900154 3.554396
C 359 0 1.875752 1.795375 2.613667 1.8757521.795375 2.613667
C 360 0 1.915642 2.112772 3.401546 1.9156422.112772 3.401546
C 361 0 2.193045 2.120754 2.751558 2.1930452.120754 2.751558
C 362 0 2.099830 1.987955 1.105530 2.0998301.987955 1.105530
C 363 0 2.036451 1.858727 3.933941 2.0364511.858727 3.933941
C 364 0 1.952179 2.045229 1.161355 1.9521792.045229 1.161355
C 365 0 2.148259 2.045546 1.069828 2.1482592.045546 1.069828
C 366 0 2.146262 1.912846 2.704256 2.1462621.912846 2.704256
C 367 0 2.113383 2.049623 0.312294 2.1133832.049623 0.312294
C 368 0 1.954874 2.100658 2.269897 1.9548742.100658 2.269897
C 369 0 2.040498 2.075379 1.581709 2.0404982.075379 1.581709
C 370 0 1.961583 1.766769 3.118283 1.9615831.766769 3.118283
C 371 0 2.085787 2.132649 1.533127 2.0857872.132649 1.533127
C 372 0 2.001483 2.243457 2.257775 2.0014832.243457 2.257775
C 373 0 2.037544 1.859176 3.214012 2.0375441.859176 3.214012
C 374 0 1.959636 2.073333 1.476745 1.9596362.073333 1.476745
C 375 0 2.150854 2.133856 2.070668 2.1508542.133856 2.070668
C 376 0 1.951655 1.799165 3.791361 1.9516551.799165 3.791361
C 377 0 1.958923 1.823761 3.129876 1.9589231.823761 3.129876
C 378 0 2.032172 2.118867 2.914589 2.0321722.118867 2.914589
C 379 0 2.095190 1.832569 2.622382 2.0951901.832569 2.622382
C 380 0 1.767635 1.997608 2.398687 1.7676351.997608 2.398687
C 381 0 1.909297 1.931513 0.601438 1.9092971.931513 0.601438
C 382 0 1.979773 1.906568 3.589603 1.9797731.906568 3.589603
C 383 0 1.770175 2.083713 1.288202 1.7701752.083713 1.288202
C 384 0 2.196510 2.096336 2.787779 2.1965102.096336 2.787779
C 385 0 2.190969 2.074927 2.511739 2.1909692.074927 2.511739
C 386 0 2.109717 1.812302 2.020213 2.1097171.812302 2.020213
C 387 0 1.940203 1.984920 1.777838 1.9402031.984920 1.777838
C 388 0 2.100901 1.811819 3.659203 2.1009011.811819 3.659203
C 389 0 2.184400 1.866053 1.546175 2.1844001.866053 1.546175
C 390 0 1.942203 2.006161 1.005332 1.9422032.006161 1.005332
C 391 0 2.035158 1.812822 2.264470 2.0351581.812822 2.264470
C 392 0 2.031556 2.039848 2.465191 2.0315562.039848 2.465191
C 393 0 2.020989 2.245631 0.631457 2.0209892.245631 0.631457
C 394 0 1.894052 2.169763 3.112226 1.8940522.169763 3.112226
C 395 0 1.924891 1.869466 0.334071 1.9248911.869466 0.334071
C 396 0 1.938371 1.867271 3.054382 1.9383711.867271 3.054382
C 397 0 2.063148 2.156115 1.688177 2.0631482.156115 1.688177
C 398 0 2.040574 1.908045 3.290218 2.0405741.908045 3.290218
C 399 0 1.800498 1.974902 0.186029 1.8004981.974902 0.186029
C 400 0 2.000978 1.969593 3.246061 2.0009781.969593 3.246061
C 401 0 1.885235 1.817260 1.259219 1.8852351.817260 1.259219
C 402 0 2.113914 2.114103 0.792295 2.1139142.114103 0.792295
C 403 0 1.991370 2.080676 1.387997 1.9913702.080676 1.387997
C 404 0 1.812373 1.870166 3.142041 1.8123731.870166 3.142041
C 405 0 2.134369 2.084305 0.062838 2.1343692.084305 0.062838
C 406 0 2.003722 1.875414 3.493874 2.0037221.875414 3.493874
C 407 0 2.107088 2.064925 1.768280 2.1070882.064925 1.768280
C 408 0 1.928677 1.801389 1.538598 1.9286771.801389 1.538598
C 409 0 1.945937 2.195998 1.752806 1.9459372.195998 1.752806
C 410 0 1.923572 2.178377 2.151539 1.9235722.178377 2.151539
C 411 0 2.052374 1.878589 2.797917 2.0523741.878589 2.797917
C 412 0 1.927175 2.073851 0.807098 1.9271752.073851 0.807098
C 413 0 2.068606 1.861086 0.346894 2.0686061.861086 0.346894
C 414 0 2.122445 2.200340 2.465731 2.1224452.200340 2.465731
C 415 0 2.063672 1.863497 0.659916 2.0636721.863497 0.659916
C 416 0 2.201802 2.140789 2.798814 2.2018022.140789 2.798814
C 417 0 1.962318 1.948384 1.377030 1.9623181.948384 1.377030
C 418 0 2.050218 2.236296 0.433096 2.0502182.236296 0.433096
C 419 0 1.862770 1.851381 0.996625 1.8627701.851381 0.996625
C 420 0 2.113130 1.864901 1.629117 2.1131301.864901 1.629117
C 421 0 2.189581 1.881562 2.709772 2.1895811.881562 2.709772
C 422 0 2.000203 1.941375 0.884729 2.0002031.941375 0.884729
C 423 0 2.105251 1.904873 2.260753 2.1052511.904873 2.260753
C 424 0 1.788566 1.970421 1.630035 1.7885661.970421 1.630035
C 425 0 2.171332 2.074871 1.101644 2.1713322.074871 1.101644
C 426 0 1.798460 1.919247 3.448452 1.7984601.919247 3.448452
C 427 0 1.979596 1.993374 0.330766 1.9795961.993374 0.330766
C 428 0 2.058196 1.866141 2.388326 2.0581961.866141 2.388326
C 429 0 2.137054 2.172791 2.932249 2.1370542.172791 2.932249
C 430 0 2.004288 1.759186 0.015110 2.0042881.759186 0.015110
C 431 0 1.893863 1.904417 1.708525 1.8938631.904417 1.708525
C 432 0 2.022229 1.897278 3.453296 2.0222291.897278 3.453296
C 433 0 2.084871 1.834765 1.736818 2.0848711.834765 1.736818
C 434 0 2.012212 2.052805 0.256718 2.0122122.052805 0.256718
C 435 0 2.211321 1.869631 3.666727 2.2113211.869631 3.666727
C 436 0 2.040465 2.188107 1.282942 2.0404652.188107 1.282942
C 437 0 2.044806 1.994743 0.318108 2.0448061.994743 0.318108
C 438 0 2.079644 2.061121 3.622227 2.0796442.061121 3.622227
C 439 0 1.811183 1.928534 1.263611 1.8111831.928534 1.263611
C 440 0 1.805785 1.945149 1.025299 1.8057851.945149 1.025299
C 441 0 1.896840 2.078488 3.918021 1.8968402.078488 3.918021
C 442 0 2.104057 1.780245 2.940372 2.1040571.780245 2.940372
C 443 0 2.081899 2.038115 1.108766 2.0818992.038115 1.108766
C 444 0 2.125857 2.030093 2.220357 2.1258572.030093 2.220357
C 445 0 2.167327 2.085881 0.379393 2.1673272.085881 0.379393
C 446 0 2.119567 1.973346 2.195082 2.1195671.973346 2.195082
C 447 0 1.951256 2.221587 2.451575 1.9512562.221587 2.451575
C 448 0 2.176196 2.076789 2.589676 2.1761962.076789 2.589676
C 449 0 2.006159 2.199657 3.582685 2.0061592.199657 3.582685
C 450 0 1.917445 1.765157 3.246315 1.9174451.765157 3.246315
C 451 0 2.002433 1.863234 3.093698 2.0024331.863234 3.093698
C 452 0 2.213945 2.094751 2.528232 2.2139452.094751 2.528232
C 453 0 1.969454 1.807486 1.060960 1.9694541.807486 1.060960
C 454 0 1.962688 1.830986 2.558734 1.9626881.830986 2.558734
C 455 0 2.050411 2.009202 2.813050 2.0504112.009202 2.813050
C 456 0 1.868337 1.940589 3.896339 1.8683371.940589 3.896339
C 457 0 2.108675 2.113488 3.439292 2.1086752.113488 3.439292
C 458 0 1.957961 2.023747 2.286588 1.9579612.023747 2.286588
C 459 0 2.129519 1.898785 0.964737 2.1295191.898785 0.964737
C 460 0 2.124636 2.010348 0.665394 2.1246362.010348 0.665394
C 461 0 1.933267 2.182522 1.631579 1.9332672.182522 1.631579
C 462 0 2.002599 2.145361 0.783188 2.0025992.145361 0.783188
C 463 0 2.171281 1.925937 1.232377 2.1712811.925937 1.232377
C 464 0 2.206975 1.957528 3.967324 2.2069751.957528 3.967324
C 465 0 2.063379 2.168528 1.004985 2.0633792.168528 1.004985
C 466 0 2.114527 2.194338 3.758038 2.1145272.194338 3.758038
C 467 0 2.158237 1.871266 2.733439 2.1582371.871266 2.733439
C 468 0 1.943120 2.187979 2.452748 1.9431202.187979 2.452748
C 469 0 2.056439 2.206437 1.486433 2.0564392.206437 1.486433
C 470 0 2.053673 2.201128 1.234201 2.0536732.201128 1.234201
C 471 0 2.047801 1.897850 3.282061 2.0478011.897850 3.282061
C 472 0 1.949651 1.858562 3.364377 1.9496511.858562 3.364377
C 473 0 1.990550 2.161192 1.919502 1.9905502.161192 1.919502
C 474 0 2.063585 1.801204 1.925226 2.0635851.801204 1.925226
C 475 0 2.117016 2.198915 0.738257 2.1170162.198915 0.738257
C 476 0 1.977654 2.069542 1.509264 1.9776542.069542 1.509264
C 477 0 2.233972 2.073465 1.236394 2.2339722.073465 1.236394
C 478 0 2.119567 1.825813 2.913701 2.1195671.825813 2.913701
C 479 0 2.164348 1.908164 3.934591 2.1643481.908164 3.934591
C 480 0 2.034378 2.107956 2.005104 2.0343782.107956 2.005104
C 481 0 2.017406 1.975865 3.132118 2.0174061.975865 3.132118
C 482 0 2.097262 2.016936 3.017466 2.0972622.016936 3.017466
