# Initial configuration of rods
#
C 89 0.0035 1.326153 1.163453 0.810986 1.3723701.069235 0.817424
C 90 0.0035 1.063499 0.959697 1.286387 1.0158451.050011 1.303638
C 91 0.0035 0.820259 0.742977 1.329110 0.8019060.735010 1.231186
C 92 0.0035 0.982088 1.082695 1.058891 1.0556681.110256 1.117216
C 93 0.0035 1.346510 0.900036 1.212958 1.3292400.993410 1.196449
C 94 0.0035 1.226749 1.303049 1.118817 1.2815221.227915 1.096685
C 95 0.0035 0.910698 0.765906 0.583376 0.9634300.836287 0.617851
C 96 0.0035 0.835820 0.734349 1.155569 0.8854770.761927 1.081275
C 97 0.0035 1.092382 1.324913 0.857119 1.1088221.252999 0.800841
C 98 0.0035 0.821976 1.144162 1.310824 0.9102181.128743 1.286833
C 99 0.0035 0.853864 0.866277 1.031261 0.9047720.935895 1.061828
